date,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),shortwave_radiation_sum (MJ/m²)
8/15/2021,51,28.2,25.6,32.9,29.6,2021-08-15T06:04,2021-08-15T18:25,0.2,0.2,2,19.09
8/16/2021,53,28.5,25.8,33.6,29.7,2021-08-16T06:04,2021-08-16T18:24,3.3,3.3,17,20.48
8/17/2021,53,28.1,25.2,32.2,28.8,2021-08-17T06:04,2021-08-17T18:24,4.9,4.9,23,16.99
8/18/2021,55,28.2,25.1,33.7,28.4,2021-08-18T06:04,2021-08-18T18:24,4.7,4.7,20,19.95
8/19/2021,61,28.4,24.8,33.5,28.7,2021-08-19T06:04,2021-08-19T18:23,5.7,5.7,17,20.44
8/20/2021,51,28.6,24.1,34.9,29.3,2021-08-20T06:04,2021-08-20T18:23,1.7,1.7,15,22.65
8/21/2021,63,27.5,24.5,33.3,29.1,2021-08-21T06:04,2021-08-21T18:22,10.6,10.6,18,12.55
8/22/2021,55,28.7,24.6,34.3,29.5,2021-08-22T06:04,2021-08-22T18:22,5.2,5.2,15,18.37
8/23/2021,51,28.9,24.4,34.5,28.8,2021-08-23T06:03,2021-08-23T18:22,1.4,1.4,7,22.42
8/24/2021,51,28.5,24.3,34.3,28.3,2021-08-24T06:03,2021-08-24T18:21,1.5,1.5,9,21.5
8/25/2021,63,27.7,24.1,33.4,28,2021-08-25T06:03,2021-08-25T18:21,11.9,11.9,22,18.18
8/26/2021,63,28.6,24.3,33.2,28.3,2021-08-26T06:03,2021-08-26T18:20,17.6,17.6,22,16.13
8/27/2021,63,28.7,24.9,33.9,28.3,2021-08-27T06:03,2021-08-27T18:20,12.4,12.4,17,18.49
8/28/2021,63,28.4,25.2,32.1,28.5,2021-08-28T06:03,2021-08-28T18:19,15.6,15.6,21,15.7
8/29/2021,63,27.6,25.4,30.8,28.2,2021-08-29T06:03,2021-08-29T18:19,14.9,14.9,22,11.34
8/30/2021,53,28.1,24.9,32.5,29,2021-08-30T06:03,2021-08-30T18:18,2.8,2.8,15,13.02
8/31/2021,51,28.8,25.6,34.5,30.4,2021-08-31T06:03,2021-08-31T18:18,2.1,2.1,18,22.49
9/1/2021,61,28.2,25.2,34.2,29.5,2021-09-01T06:02,2021-09-01T18:17,7.9,7.9,22,17.69
9/2/2021,63,28.3,24.4,32.3,28.6,2021-09-02T06:02,2021-09-02T18:17,12.8,12.8,18,14.24
9/3/2021,53,27.6,25.2,32.5,29.6,2021-09-03T06:02,2021-09-03T18:16,5.7,5.7,22,15.35
9/4/2021,53,27.7,24.6,31.9,27.8,2021-09-04T06:02,2021-09-04T18:16,6.2,6.2,23,17.79
9/5/2021,63,27.4,24.2,31.6,27.6,2021-09-05T06:02,2021-09-05T18:15,16.2,16.2,24,16
9/6/2021,63,27.9,24.5,32,27.6,2021-09-06T06:02,2021-09-06T18:15,31.7,31.7,22,14.44
9/7/2021,53,28.2,25.2,34.4,29.4,2021-09-07T06:02,2021-09-07T18:14,6.8,6.8,22,18.91
9/8/2021,63,28.6,24.9,34.2,29.5,2021-09-08T06:01,2021-09-08T18:14,6.1,6.1,17,19.76
9/9/2021,51,29.1,25.2,35.1,30.2,2021-09-09T06:01,2021-09-09T18:13,0.9,0.9,8,23.91
9/10/2021,53,28.2,25.1,33.2,29.8,2021-09-10T06:01,2021-09-10T18:13,3.9,3.9,19,16.17
9/11/2021,53,29,25.8,34.2,29.5,2021-09-11T06:01,2021-09-11T18:12,3.6,3.6,16,22.18
9/12/2021,53,29,26.1,33.3,29.4,2021-09-12T06:01,2021-09-12T18:11,2.5,2.5,13,21.01
9/13/2021,61,28.9,25.1,34.1,28.1,2021-09-13T06:01,2021-09-13T18:11,5.7,5.7,24,21.73
9/14/2021,61,28.9,25.3,35.2,29.3,2021-09-14T06:00,2021-09-14T18:10,6.4,6.4,19,19.64
9/15/2021,63,28.2,24.9,33.6,28.6,2021-09-15T06:00,2021-09-15T18:10,15.7,15.7,23,16.46
9/16/2021,63,28,24.8,33.3,28.3,2021-09-16T06:00,2021-09-16T18:09,13.4,13.4,17,15.19
9/17/2021,63,28.4,25.5,33.2,30.3,2021-09-17T06:00,2021-09-17T18:09,14.2,14.2,24,14.54
9/18/2021,61,28.6,25.3,34.2,30.1,2021-09-18T06:00,2021-09-18T18:08,8.2,8.2,17,16.05
9/19/2021,51,29,25.2,35.8,31,2021-09-19T06:00,2021-09-19T18:08,2.4,2.4,15,17.92
9/20/2021,61,28.6,25.2,35.2,30.2,2021-09-20T05:59,2021-09-20T18:07,5.5,5.5,19,18.04
9/21/2021,63,28.5,24.4,34.8,28.7,2021-09-21T05:59,2021-09-21T18:07,11.3,11.3,21,18.1
9/22/2021,53,29.4,24.2,35.7,29.1,2021-09-22T05:59,2021-09-22T18:06,3.7,3.7,16,21.99
9/23/2021,63,29.3,25.3,34.6,29.7,2021-09-23T05:59,2021-09-23T18:05,9.7,9.7,23,20.12
9/24/2021,61,29.2,25.5,35.6,29.7,2021-09-24T05:59,2021-09-24T18:05,4.4,4.4,14,18.28
9/25/2021,61,28.6,25.2,32.7,28.9,2021-09-25T05:59,2021-09-25T18:04,10,10,19,16.85
9/26/2021,63,28.3,25.1,32.1,27.5,2021-09-26T05:58,2021-09-26T18:04,25.3,25.3,20,14.28
9/27/2021,55,29,26,33,28.6,2021-09-27T05:58,2021-09-27T18:03,3.7,3.7,10,15.93
9/28/2021,61,27.3,25.1,31.3,27,2021-09-28T05:58,2021-09-28T18:03,13.6,13.6,17,8.38
9/29/2021,51,29.1,25,34.9,29.9,2021-09-29T05:58,2021-09-29T18:02,0.8,0.8,7,22.07
9/30/2021,61,28.3,24.6,33.4,29.8,2021-09-30T05:58,2021-09-30T18:02,5.8,5.8,20,11.18
10/1/2021,63,26.9,23.8,32.5,29.2,2021-10-01T05:58,2021-10-01T18:01,26.5,26.5,20,7.78
10/2/2021,51,28.2,23,34.1,27.1,2021-10-02T05:58,2021-10-02T18:01,3.6,3.6,21,20.12
10/3/2021,53,28.1,24.5,34.1,29.8,2021-10-03T05:58,2021-10-03T18:00,4.1,4.1,15,16.6
10/4/2021,61,27.8,24.7,33.7,29.3,2021-10-04T05:57,2021-10-04T18:00,14.1,14.1,22,13.55
10/5/2021,63,27.7,24.3,33.4,28.2,2021-10-05T05:57,2021-10-05T17:59,37.8,37.8,24,12.25
10/6/2021,63,27.9,24.4,32.3,27.2,2021-10-06T05:57,2021-10-06T17:59,21.7,21.7,20,13.82
10/7/2021,53,29,24.9,34,29.4,2021-10-07T05:57,2021-10-07T17:58,4,4,18,21.01
10/8/2021,51,28.5,25.4,34.1,29.9,2021-10-08T05:57,2021-10-08T17:58,1.8,1.8,13,20
10/9/2021,53,29.1,26,33.9,30.1,2021-10-09T05:57,2021-10-09T17:57,3.2,3.2,15,19.58
10/10/2021,63,28.8,25.8,33.2,30.3,2021-10-10T05:57,2021-10-10T17:57,13.7,13.7,18,15.7
10/11/2021,63,27.8,25.2,31.6,29.2,2021-10-11T05:57,2021-10-11T17:56,35.2,35.2,18,12.57
10/12/2021,53,29.4,26.2,34.2,30.1,2021-10-12T05:57,2021-10-12T17:56,2.7,2.7,14,16.78
10/13/2021,53,29.4,25.1,34.4,29.3,2021-10-13T05:57,2021-10-13T17:56,3.3,3.3,13,23.26
10/14/2021,53,29.3,26.4,34.7,30.1,2021-10-14T05:56,2021-10-14T17:55,3.2,3.2,10,21.33
10/15/2021,55,29.4,24.6,34.6,28.7,2021-10-15T05:56,2021-10-15T17:55,6,6,19,22.11
10/16/2021,63,29.3,24.9,33.8,29.4,2021-10-16T05:56,2021-10-16T17:54,10.7,10.7,13,18.03
10/17/2021,51,29.5,26,34.3,29.2,2021-10-17T05:56,2021-10-17T17:54,1.2,1.2,7,23.79
10/18/2021,61,29,24.9,33.7,28.5,2021-10-18T05:56,2021-10-18T17:54,6.3,6.3,12,21.74
10/19/2021,51,29.4,24.7,34.9,29.8,2021-10-19T05:56,2021-10-19T17:53,1.1,1.1,6,20.58
10/20/2021,63,28.9,23.8,34.8,27.8,2021-10-20T05:56,2021-10-20T17:53,18.3,18.3,16,14.64
10/21/2021,61,28.1,23,33.9,27.2,2021-10-21T05:56,2021-10-21T17:53,5,5,15,17.6
10/22/2021,63,28.6,23.3,35.3,28.2,2021-10-22T05:56,2021-10-22T17:52,5.5,5.5,11,19.63
10/23/2021,51,28.7,23.6,34.6,28,2021-10-23T05:56,2021-10-23T17:52,1.7,1.7,13,19.98
10/24/2021,65,28.1,23.4,34.4,28.1,2021-10-24T05:57,2021-10-24T17:52,15.6,15.6,17,18.54
10/25/2021,63,29,23.7,35.1,28.4,2021-10-25T05:57,2021-10-25T17:51,15.5,15.5,23,19.18
10/26/2021,63,28.3,23.5,34.4,28.1,2021-10-26T05:57,2021-10-26T17:51,14.3,14.3,21,15.97
10/27/2021,61,29.2,23.5,34.4,28.5,2021-10-27T05:57,2021-10-27T17:51,5.6,5.6,15,15.52
10/28/2021,63,28,23.2,33.8,27.7,2021-10-28T05:57,2021-10-28T17:51,10,10,15,15.74
10/29/2021,61,27.1,23.3,32.2,27.8,2021-10-29T05:57,2021-10-29T17:50,16.7,16.7,24,10.84
10/30/2021,63,27.3,24,32.5,28.7,2021-10-30T05:57,2021-10-30T17:50,11.1,11.1,18,11.17
10/31/2021,63,28.5,23,35,27.8,2021-10-31T05:57,2021-10-31T17:50,13.4,13.4,12,16.72
11/1/2021,63,27.1,23.2,31,26.6,2021-11-01T05:57,2021-11-01T17:50,31.1,31.1,22,11.24
11/2/2021,61,28.8,23.2,35.5,27.5,2021-11-02T05:57,2021-11-02T17:50,9.9,9.9,17,16.68
11/3/2021,61,27.4,23.2,32,27.7,2021-11-03T05:57,2021-11-03T17:49,13.8,13.8,21,14.91
11/4/2021,61,28.7,23.5,34.9,27.9,2021-11-04T05:58,2021-11-04T17:49,8.8,8.8,21,17.3
11/5/2021,63,27.9,24,32.4,29.2,2021-11-05T05:58,2021-11-05T17:49,14.7,14.7,23,9.8
11/6/2021,65,27.3,23.9,31.5,27.9,2021-11-06T05:58,2021-11-06T17:49,32.5,32.5,22,11.76
11/7/2021,63,26.6,23.9,30.9,27.5,2021-11-07T05:58,2021-11-07T17:49,36.6,36.6,24,8.97
11/8/2021,65,25.5,23.9,29.2,26.8,2021-11-08T05:58,2021-11-08T17:49,89.3,89.3,24,4.91
11/9/2021,65,28.3,23.4,32.6,25.6,2021-11-09T05:59,2021-11-09T17:49,29.8,29.8,20,16.63
11/10/2021,65,27.1,23.6,29.6,27.2,2021-11-10T05:59,2021-11-10T17:49,27.3,27.3,17,12.21
11/11/2021,63,27.9,23.3,33.7,27.7,2021-11-11T05:59,2021-11-11T17:49,9.3,9.3,21,18.14
11/12/2021,63,28.6,24.1,32,27.6,2021-11-12T05:59,2021-11-12T17:49,18,18,15,14.18
11/13/2021,63,29.4,23.8,33.6,29,2021-11-13T06:00,2021-11-13T17:49,6.6,6.6,8,19.63
11/14/2021,61,28.2,23.7,32.4,28.2,2021-11-14T06:00,2021-11-14T17:49,9.5,9.5,19,11.48
11/15/2021,63,27.3,24.4,31,28.1,2021-11-15T06:00,2021-11-15T17:49,23.2,23.2,23,12.28
11/16/2021,63,27.4,24.1,31.3,28,2021-11-16T06:01,2021-11-16T17:49,26.1,26.1,20,11.38
11/17/2021,63,28.1,24.2,32.2,28.7,2021-11-17T06:01,2021-11-17T17:49,17.6,17.6,18,13.09
11/18/2021,63,27.9,24.4,33.7,28.5,2021-11-18T06:01,2021-11-18T17:49,10,10,20,12.75
11/19/2021,63,27.5,24.3,31.8,28.9,2021-11-19T06:02,2021-11-19T17:49,19.4,19.4,22,15.17
11/20/2021,51,29,24.4,33.8,27.4,2021-11-20T06:02,2021-11-20T17:49,0.8,0.8,6,21.34
11/21/2021,3,29,22.3,34.9,26,2021-11-21T06:02,2021-11-21T17:49,0,0,0,23.3
11/22/2021,3,29.2,23.1,34,27.1,2021-11-22T06:03,2021-11-22T17:49,0,0,0,20.7
11/23/2021,63,29.5,23.9,35,28.1,2021-11-23T06:03,2021-11-23T17:49,15.1,15.1,12,14.86
11/24/2021,63,27.7,23.4,31.7,26.3,2021-11-24T06:03,2021-11-24T17:50,18.2,18.2,17,10.62
11/25/2021,63,25.8,23.1,31.3,27.4,2021-11-25T06:04,2021-11-25T17:50,27.8,27.8,18,5.07
11/26/2021,63,28.4,23.3,34.4,27.3,2021-11-26T06:04,2021-11-26T17:50,3.9,3.9,11,15.4
11/27/2021,63,28.8,23,35.8,27.6,2021-11-27T06:05,2021-11-27T17:50,9.3,9.3,12,14.66
11/28/2021,65,28,23.1,35.3,27.2,2021-11-28T06:05,2021-11-28T17:51,33.9,33.9,19,10.09
11/29/2021,63,26.9,22.7,32,26.1,2021-11-29T06:05,2021-11-29T17:51,14.6,14.6,18,8.27
11/30/2021,61,28.3,22.5,35.2,26.7,2021-11-30T06:06,2021-11-30T17:51,7.1,7.1,15,17.09
12/1/2021,51,28.9,22,35.5,26.1,2021-12-01T06:06,2021-12-01T17:51,0.8,0.8,5,20.23
12/2/2021,51,28.4,22.7,34.5,27,2021-12-02T06:07,2021-12-02T17:52,0.6,0.6,6,19.42
12/3/2021,53,28.9,22.6,34.8,26.8,2021-12-03T06:07,2021-12-03T17:52,2.1,2.1,11,19.63
12/4/2021,53,28.5,22.6,34.2,26.8,2021-12-04T06:08,2021-12-04T17:52,2.2,2.2,9,19.35
12/5/2021,51,28.9,23.2,35.6,27.8,2021-12-05T06:08,2021-12-05T17:53,0.3,0.3,2,20.61
12/6/2021,63,28.8,23.2,35.1,27.4,2021-12-06T06:09,2021-12-06T17:53,6,6,12,18.02
12/7/2021,3,31.3,23,36.3,27.4,2021-12-07T06:09,2021-12-07T17:53,0,0,0,21.96
12/8/2021,53,29.7,23,36.5,26.5,2021-12-08T06:10,2021-12-08T17:54,0.7,0.7,2,21.33
12/9/2021,53,28.6,23.4,34.8,28,2021-12-09T06:10,2021-12-09T17:54,1.7,1.7,5,17.81
12/10/2021,55,31.2,22.9,36.4,27.1,2021-12-10T06:11,2021-12-10T17:55,2.4,2.4,5,20.41
12/11/2021,53,30.5,23.1,37,26.5,2021-12-11T06:11,2021-12-11T17:55,1.9,1.9,9,20.38
12/12/2021,51,30,22.7,36.4,26.3,2021-12-12T06:12,2021-12-12T17:55,0.9,0.9,4,17.85
12/13/2021,65,28.8,23.5,34.6,27.7,2021-12-13T06:12,2021-12-13T17:56,22.9,22.9,13,13.2
12/14/2021,53,30.3,23.3,35.6,27.1,2021-12-14T06:13,2021-12-14T17:56,2.3,2.3,7,15.59
12/15/2021,63,28.7,23.6,33.6,27.2,2021-12-15T06:13,2021-12-15T17:57,6.8,6.8,15,10.67
12/16/2021,63,29.9,22.8,36.7,27.2,2021-12-16T06:14,2021-12-16T17:57,7.1,7.1,6,17.93
12/17/2021,63,29.3,22.7,35.1,27.1,2021-12-17T06:14,2021-12-17T17:58,9.6,9.6,6,17.32
12/18/2021,63,29.9,23.3,35.5,27.4,2021-12-18T06:15,2021-12-18T17:58,6.7,6.7,8,17.49
12/19/2021,63,30.6,23.3,34.5,26.5,2021-12-19T06:15,2021-12-19T17:58,11.7,11.7,5,20.62
12/20/2021,3,31.2,23.2,35.2,24.9,2021-12-20T06:16,2021-12-20T17:59,0,0,0,21.09
12/21/2021,51,30.8,23.3,36.1,26.6,2021-12-21T06:16,2021-12-21T17:59,1.2,1.2,9,19.78
12/22/2021,51,31,23.1,36.2,26.4,2021-12-22T06:17,2021-12-22T18:00,0.1,0.1,1,21.44
12/23/2021,51,29.6,22.4,34.6,25.7,2021-12-23T06:17,2021-12-23T18:01,0.2,0.2,2,19.56
12/24/2021,3,30.8,20.9,34.8,22.9,2021-12-24T06:18,2021-12-24T18:01,0,0,0,23.16
12/25/2021,3,30.3,20.5,35.3,21.9,2021-12-25T06:18,2021-12-25T18:02,0,0,0,22.87
12/26/2021,51,28.5,20.1,34.4,21.8,2021-12-26T06:19,2021-12-26T18:02,0.4,0.4,3,20.44
12/27/2021,0,30.1,20.2,35.4,22.1,2021-12-27T06:19,2021-12-27T18:03,0,0,0,22.42
12/28/2021,3,31,20.9,37,23.5,2021-12-28T06:20,2021-12-28T18:03,0,0,0,22.37
12/29/2021,3,32,22.2,36.6,25.2,2021-12-29T06:20,2021-12-29T18:04,0,0,0,21.9
12/30/2021,63,30.2,22.9,36.8,26.6,2021-12-30T06:21,2021-12-30T18:04,8.4,8.4,5,20.26
12/31/2021,61,29.7,22.5,35.7,26.4,2021-12-31T06:21,2021-12-31T18:05,2.3,2.3,3,20.67
1/1/2022,63,30.3,22.6,37.2,26.2,2022-01-01T06:22,2022-01-01T18:05,3.5,3.5,3,19.09
1/2/2022,63,30.8,23.3,36.7,26.4,2022-01-02T06:22,2022-01-02T18:06,8,8,6,19.33
1/3/2022,65,31.6,23.5,36.7,26.2,2022-01-03T06:22,2022-01-03T18:06,14.2,14.2,8,17.97
1/4/2022,63,30.9,23.3,34.7,25.4,2022-01-04T06:23,2022-01-04T18:07,4,4,3,18.97
1/5/2022,61,29.9,23.5,34.6,25.1,2022-01-05T06:23,2022-01-05T18:07,3,3,7,16.93
1/6/2022,51,31.4,23.3,37.4,25.3,2022-01-06T06:23,2022-01-06T18:08,0.8,0.8,6,20.22
1/7/2022,63,30.8,23.4,37.1,27.4,2022-01-07T06:24,2022-01-07T18:08,3.7,3.7,8,20.73
1/8/2022,51,31.5,22.8,35.6,26.6,2022-01-08T06:24,2022-01-08T18:09,0.8,0.8,5,21
1/9/2022,53,32.1,23.5,37.1,26.4,2022-01-09T06:24,2022-01-09T18:09,1.4,1.4,4,18.49
1/10/2022,51,29.6,23.5,35.5,28.1,2022-01-10T06:25,2022-01-10T18:10,0.9,0.9,4,15.3
1/11/2022,61,31.3,22.9,37,26.5,2022-01-11T06:25,2022-01-11T18:10,2.1,2.1,5,20.36
1/12/2022,61,29.8,22.9,35.7,26.6,2022-01-12T06:25,2022-01-12T18:11,3.8,3.8,9,20.48
1/13/2022,55,30.2,22.2,36.1,26.2,2022-01-13T06:26,2022-01-13T18:11,2.2,2.2,5,19.6
1/14/2022,51,29.5,22.6,35.9,27,2022-01-14T06:26,2022-01-14T18:12,0.1,0.1,1,21.01
1/15/2022,55,29.7,23.4,36.5,28.3,2022-01-15T06:26,2022-01-15T18:12,2.5,2.5,8,21.07
1/16/2022,51,31.8,23.1,37.9,27.8,2022-01-16T06:27,2022-01-16T18:12,1.2,1.2,6,20.74
1/17/2022,63,31.7,22.8,37.5,26.4,2022-01-17T06:27,2022-01-17T18:13,4.1,4.1,5,19.44
1/18/2022,53,33.1,22.2,37.1,25.6,2022-01-18T06:27,2022-01-18T18:13,1.6,1.6,8,21.63
1/19/2022,3,33.1,24.1,35,25.8,2022-01-19T06:27,2022-01-19T18:14,0,0,0,22.69
1/20/2022,3,32.9,21.7,32.8,23.4,2022-01-20T06:27,2022-01-20T18:14,0,0,0,24.08
1/21/2022,3,30.6,18.8,33.6,20.5,2022-01-21T06:28,2022-01-21T18:15,0,0,0,24.19
1/22/2022,3,29.7,18.3,34.4,19.8,2022-01-22T06:28,2022-01-22T18:15,0,0,0,23.7
1/23/2022,51,29.5,20.9,34.7,24.2,2022-01-23T06:28,2022-01-23T18:15,0.1,0.1,1,23.12
1/24/2022,51,30.1,21.8,34.1,25.3,2022-01-24T06:28,2022-01-24T18:16,0.3,0.3,2,22.48
1/25/2022,51,29.4,21.7,34.3,25.1,2022-01-25T06:28,2022-01-25T18:16,1.7,1.7,9,21.24
1/26/2022,55,29.5,21.7,33,25.5,2022-01-26T06:28,2022-01-26T18:16,2.8,2.8,5,20.55
1/27/2022,53,32.4,21.6,34.6,24.8,2022-01-27T06:28,2022-01-27T18:17,1.1,1.1,3,23.37
1/28/2022,51,31.2,21.2,35.9,23.7,2022-01-28T06:28,2022-01-28T18:17,0.6,0.6,2,22.63
1/29/2022,51,31.3,23,36.7,26.6,2022-01-29T06:28,2022-01-29T18:17,0.4,0.4,3,22.01
1/30/2022,51,30.9,23.8,36.4,28.5,2022-01-30T06:28,2022-01-30T18:18,0.3,0.3,3,21.94
1/31/2022,63,29.2,22.9,34.5,26.9,2022-01-31T06:28,2022-01-31T18:18,9.5,9.5,9,15.34
2/1/2022,3,30.5,22.1,38.1,25.2,2022-02-01T06:28,2022-02-01T18:18,0,0,0,23.49
2/2/2022,51,29.6,22.7,35.4,26.1,2022-02-02T06:28,2022-02-02T18:19,0.5,0.5,3,21.66
2/3/2022,1,29.5,22.3,34.6,25.9,2022-02-03T06:28,2022-02-03T18:19,0,0,0,23.23
2/4/2022,3,29.9,20.9,35.1,23.8,2022-02-04T06:28,2022-02-04T18:19,0,0,0,24.79
2/5/2022,3,30.4,22,36,25.2,2022-02-05T06:28,2022-02-05T18:19,0,0,0,22.97
2/6/2022,3,31,21.5,35.5,25.1,2022-02-06T06:28,2022-02-06T18:20,0,0,0,25.11
2/7/2022,51,33.5,22.8,35.2,24.4,2022-02-07T06:28,2022-02-07T18:20,0.2,0.2,2,20.92
2/8/2022,3,32.8,23.7,33.8,25.5,2022-02-08T06:28,2022-02-08T18:20,0,0,0,22.59
2/9/2022,3,32.8,22.3,37.4,24.1,2022-02-09T06:28,2022-02-09T18:20,0,0,0,22.27
2/10/2022,51,31.7,23.6,36.2,25.6,2022-02-10T06:28,2022-02-10T18:20,0.9,0.9,5,19
2/11/2022,55,30.8,23.1,37,27,2022-02-11T06:28,2022-02-11T18:21,2.7,2.7,10,18.89
2/12/2022,63,30.2,23.3,36.3,27.5,2022-02-12T06:27,2022-02-12T18:21,24,24,14,14.8
2/13/2022,61,29.1,23,33.2,26.6,2022-02-13T06:27,2022-02-13T18:21,6.9,6.9,15,14.91
2/14/2022,63,32.6,23.1,37,26.4,2022-02-14T06:27,2022-02-14T18:21,3.5,3.5,4,21.37
2/15/2022,3,32.2,22.6,34.6,24,2022-02-15T06:27,2022-02-15T18:21,0,0,0,24.17
2/16/2022,3,32.2,22.6,34.4,23.5,2022-02-16T06:27,2022-02-16T18:21,0,0,0,24.68
2/17/2022,3,32.4,22.1,35,24.1,2022-02-17T06:26,2022-02-17T18:21,0,0,0,24.51
2/18/2022,51,30.2,23.2,35.3,26.2,2022-02-18T06:26,2022-02-18T18:21,1.2,1.2,6,22.01
2/19/2022,53,30.3,23.9,34.5,28.3,2022-02-19T06:26,2022-02-19T18:22,1.3,1.3,4,15.84
2/20/2022,51,30.5,23.1,36.5,27.1,2022-02-20T06:26,2022-02-20T18:22,0.8,0.8,5,22.9
2/21/2022,51,30.8,24.4,37.1,29,2022-02-21T06:25,2022-02-21T18:22,1,1,7,23.16
2/22/2022,53,30.4,23.9,36,27.6,2022-02-22T06:25,2022-02-22T18:22,2.1,2.1,9,21.16
2/23/2022,2,31.4,22.1,36.2,26,2022-02-23T06:25,2022-02-23T18:22,0,0,0,24.7
2/24/2022,55,31.8,23.9,37.6,27.8,2022-02-24T06:24,2022-02-24T18:22,1.9,1.9,5,21.35
2/25/2022,51,32.2,23.8,38,26.5,2022-02-25T06:24,2022-02-25T18:22,0.4,0.4,2,22.12
2/26/2022,61,31.2,22.8,37.5,26.5,2022-02-26T06:24,2022-02-26T18:22,2.2,2.2,2,21.7
2/27/2022,51,33.5,23.1,39.2,26.2,2022-02-27T06:23,2022-02-27T18:22,1,1,6,23.95
2/28/2022,3,34.7,22.1,37.8,24.8,2022-02-28T06:23,2022-02-28T18:22,0,0,0,24.69
3/1/2022,51,34.6,24,37.5,26.3,2022-03-01T06:22,2022-03-01T18:22,0.6,0.6,3,22.87
3/2/2022,55,34.9,23.6,37.3,24.9,2022-03-02T06:22,2022-03-02T18:22,1.6,1.6,2,18.55
3/3/2022,51,33.8,25,36.5,26.7,2022-03-03T06:22,2022-03-03T18:22,0.2,0.2,1,20.31
3/4/2022,53,30.9,24,33.4,26.7,2022-03-04T06:21,2022-03-04T18:22,1.9,1.9,5,20.26
3/5/2022,51,30.7,23.7,33.4,27.3,2022-03-05T06:21,2022-03-05T18:22,0.7,0.7,2,22.24
3/6/2022,3,32.6,24.3,36.3,27.4,2022-03-06T06:21,2022-03-06T18:22,0,0,0,23.56
3/7/2022,53,31.2,23.1,36.3,27.8,2022-03-07T06:20,2022-03-07T18:22,1.6,1.6,6,23.86
3/8/2022,61,31.6,23.6,36.9,28.4,2022-03-08T06:20,2022-03-08T18:22,2.5,2.5,6,21.95
3/9/2022,51,31.1,22.5,37.2,26.8,2022-03-09T06:19,2022-03-09T18:22,0.1,0.1,1,25.03
3/10/2022,51,31,23.3,36.9,27.8,2022-03-10T06:19,2022-03-10T18:22,0.5,0.5,3,23.85
3/11/2022,61,32,23.7,38.1,28.1,2022-03-11T06:18,2022-03-11T18:22,5.5,5.5,8,23.76
3/12/2022,53,30.3,23.1,36.3,27.6,2022-03-12T06:18,2022-03-12T18:21,1.3,1.3,6,20.88
3/13/2022,61,33.2,23,38.8,27.8,2022-03-13T06:17,2022-03-13T18:21,2.9,2.9,4,19.54
3/14/2022,53,30.8,23.6,37.1,28.2,2022-03-14T06:17,2022-03-14T18:21,1.8,1.8,9,21.43
3/15/2022,3,30.4,23.9,36,28.6,2022-03-15T06:16,2022-03-15T18:21,0,0,0,19.2
3/16/2022,3,30.6,24,35.2,29.2,2022-03-16T06:16,2022-03-16T18:21,0,0,0,20.99
3/17/2022,53,29.5,24.8,34,30.1,2022-03-17T06:16,2022-03-17T18:21,1.5,1.5,8,15.31
3/18/2022,53,29.6,23.8,35.7,28.4,2022-03-18T06:15,2022-03-18T18:21,1.9,1.9,8,19.46
3/19/2022,61,28.8,24.4,34.5,29.4,2022-03-19T06:15,2022-03-19T18:21,7.5,7.5,19,19.74
3/20/2022,53,29.5,24.4,35.3,29.5,2022-03-20T06:14,2022-03-20T18:21,3,3,17,20.99
3/21/2022,51,30.7,24.6,35.9,29.9,2022-03-21T06:14,2022-03-21T18:21,1.4,1.4,13,23.98
3/22/2022,53,30.5,24.7,37.2,30.3,2022-03-22T06:13,2022-03-22T18:20,2.2,2.2,10,24.7
3/23/2022,51,30.3,24.6,35.8,29.6,2022-03-23T06:13,2022-03-23T18:20,1,1,9,22.89
3/24/2022,51,30,25,34.9,30.3,2022-03-24T06:12,2022-03-24T18:20,0.9,0.9,7,18.86
3/25/2022,51,30.2,24.3,35.3,29.2,2022-03-25T06:12,2022-03-25T18:20,1.4,1.4,7,23.39
3/26/2022,55,31.2,24.7,36.6,29.3,2022-03-26T06:11,2022-03-26T18:20,3,3,10,21.42
3/27/2022,51,31.8,24,37.9,29.3,2022-03-27T06:11,2022-03-27T18:20,0.8,0.8,6,23.23
3/28/2022,53,31.1,23.3,37.7,28,2022-03-28T06:10,2022-03-28T18:20,3,3,10,21.97
3/29/2022,53,30.7,24.1,36.3,29.2,2022-03-29T06:10,2022-03-29T18:20,2.4,2.4,8,22.54
3/30/2022,51,30.3,24.7,36,29.2,2022-03-30T06:09,2022-03-30T18:20,0.8,0.8,3,20.89
3/31/2022,53,29.9,24.4,35.3,28.4,2022-03-31T06:09,2022-03-31T18:20,1.3,1.3,6,20.79
4/1/2022,53,31,24,36.8,28.2,2022-04-01T06:08,2022-04-01T18:19,1.8,1.8,4,21.1
4/2/2022,53,31.1,25.3,36.7,29.9,2022-04-02T06:08,2022-04-02T18:19,0.8,0.8,2,21.87
4/3/2022,61,31.2,24.5,37.2,28.9,2022-04-03T06:07,2022-04-03T18:19,3.4,3.4,8,21.01
4/4/2022,63,31.7,23.6,37.4,28.5,2022-04-04T06:07,2022-04-04T18:19,14.3,14.3,12,20.58
